Series Number,Filename,Name,Description,Gender,Attributes,UUID,Hash
254,chinedu-china,chinedu china,An Nnewi blooded spareparts importer and exporter with goods from china,male,accessories: cap,ede885f6-5abd-11ed-9b6a-0242ac120002,c24ed5c04e92cb8d8556e03f57f9de64af20ac603c05b60cc6b0692be0433f45
255,papa-ekene,papa ekene,The oldest man of the Akwauzu clan,male,accessories: cap,ede88808-5abd-11ed-9b6a-0242ac120002,0e2c776e1a95fa3a3f5c87a5b2dd423c79ee521def9a4645dc5c2590ffd41166
256,ogbeni-rauf,ogbeni rauf,Minister of enjoyment for Freedom state,male,"teeth: gold, accessories: cap",ede889fc-5abd-11ed-9b6a-0242ac120002,d7328e8ba05b9de4307ac7bcb2b09ccce008f9fc25ccd4f7551993c5a5569ced
257,koffi-banku,koffi banku,E be Charlie wey no dey use en stomach play,male,,ede88c2c-5abd-11ed-9b6a-0242ac120002,832bf06c02d1d064348b459226a6cd5a0a9d973bd81dba1407b3e8bd2adcff40
258,alhaji-bello,alhaji bello,Rich hausa business mongul controlling half of cow production in Nigeria,male,teeth: gold accessories: cap,ede88efc-5abd-11ed-9b6a-0242ac120002,3c3c1da64ef22d865c11352e4273deb84156bfaad2d4f691386aad038e53606d
259,toju-mafejopami,toju mafejopami,Toju is a street hustler wey no like stress,male,"teeth: gold, accessories: cap",ede895d2-5abd-11ed-9b6a-0242ac120002,478e631028aab6327baf5a3b6a9970260a196b3a9cb92fa26b44a4b5400d5cc8
260,femi-maserati,femi maserati,"Rich kid who resides in lekki, known by everybody because he drives a Maserati",male,accessories: cap,ede89802-5abd-11ed-9b6a-0242ac120002,318738e63e77b44e9b249c89cd29c515f22262698293cc00ae9901dca1b84619
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM POWERDRILL,,,,,,,403c3efaafc2a132b311aa3c0ff44a7bd32048f7c9b01b4f64690d49009ec295
261,Paul-the-comedian,Paul the comedian,Paul trying hard to make everyone laugh so hard and fall off the chair,Male,"hair:bald, strengths: calculative, weakness: public speaking",f8112915-64ca-41e5-9ca4-5b60c47d7a01,19daff7e311188c2e98c0011fd97e97ed34a1074e5e5a0d20d61882427aa231e
262,Amina-lagos-housewife,Amina lagos housewife,Amina is always showing the rich housewife vibes,Female,"Cap, Eye glasses, face mask, none",5612f542-d85e-4a2c-8661-20553dfd07bf,4af807063d76d6a361a5fa62ac367e805051c7ad386be7fbe8c1dc1227fe25b8
263,Kiekie-the-asoebibella,Kiekie the asoebibella,Kiekie is classfied as the life of the party,Female,,097014d5-0ef3-46f5-9a9b-5c01f70114b3,c84814b8fc207d6c62ab9c97e6c0a82e6800a6bbc282ab6b271040c67f24ea3c
264,Kunle-the-hunter,Kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye,Male,,b0310fc2-4bed-48e5-abfc-566c964786d7,ba1694d29c1b3b0b16307dd896d35974cc57daaea6b5a64c7508f812aca96018
265,Amara-the-hairstylist,Amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,,412345b9-7e04-4102-af7c-5458721ac64d,48f9139f6bc4291867042e8c4d7d3c58cbba5c88b2624d0a13de885f9c27def7
266,Mary-nail-technician,Mary nail technician,Mary makes magic with her press-on nails,Female,,17ea9c3b-c90f-4023-84d6-d563c098b030,c0c70cc920e634de1665809117ada0d3febfc7baff7902d0a2699dbf9063adf0
267,Odogwu-oil-contractor,Odogwu oil contractor,"From Malaysia to Kaduna, Odogwu's oil is known.",Male,,b503bbfb-f972-4d4a-9352-e9dfe6671d36,3480708310d4a8728cf9b9327ed5349f739a4e6a19670ef28157d912ec942a36
268,Simisola-the-kenteprincess,Simisola the kenteprincess,Simisola rocks kente even in swim outfits,Female,,45843017-b421-4413-8e35-7a6ef073f2b9,9364c64941588fcbccc7be7c043c7a61336bcf66d727a5e9a543548832d07112
269,Mariam-beauty-queen,Mariam beauty queen,Beauty is a fairy tale where Mariam appears.,Female,,b7d96d97-84c2-485f-b60e-e4e86c4d3b34,bc8ff6ccd472b10831cb2145276b181a40258e9cfe917b51f04da31df8f0d9ed
270,Obinna-the-musician,Obinna the musician,Obinna might never be an a-list artist,Male,,afdb0299-327c-46b2-9262-faf90f0fcd12,805ab08bda5db70c53d93b266c8e346c3de74d6d62211023f90128f9cef06537
271,Sandra-the-shybaby,Sandra the shybaby,Sandra is too shy at parties,Female,,bfed40a8-74f7-4ada-ae18-975130247efa,6eb2eca64dff7f03efe41636764b0448da215461be9fa2a00633c5105f2ca19a
272,Chiamaka-the-dancer,Chiamaka the dancer,Chiamaka dances so well and earned the Guinness world record.,Female,,43c49497-8d7b-42ef-bb29-769f6c3b0ada,2a04b08d2f131ad8db1401fff445a786a4754706c80fc9eb7799d2026c607588
273,Mensah-fashion-icon,Mensah fashion icon,Mensah outfits are always giving us Christopher Hemsworth vibes.,Male,,87ada09b-38ac-475c-8d46-18680c2dc795,3c06b210d1ba603129a7fefecefeca31b7ca2b8938ea81f5feaa926421e3e213
274,Lucy-the-fumigator,Lucy the fumigator,Lucy is nicknamed the pest hilter,Female,,c7269d44-aab3-41e7-a54f-18a14f575a6b,5805a5a6bdf696527658d76afba5ca7fae279faea05f6e6d678effe413474025
275,Nneka-wedding-planner,Nneka wedding planner,Nneka plans the best weddings with great details.,Female,,31ac6b7a-e378-4dc3-999d-b9e8d8473f99,af20e633045f3e4047475a3f6a3b23e832039682a1497c3a5d61dee82a7d8729
276,Shakira-the-gangster,Shakira the gangster,Shakira is the most feared criminal.,Female,,dbdc1351-aa07-46e2-935f-2db071b1b23d,622b3ec8d78c7b09db156de3eb1c11bb7c44865dfb822e9ea853a4d8772fadb8
277,Lola-afropopping-princess,Lola afropopping princess,Lola licks lollipops like an afropop queen,Female,,2f5cadae-e423-4478-8220-37b3ac144169,e21064cf7c59138c8609cf096b1c9d7322d19e74355c9e67a45fde7214ab8a42
278,Sharon-walking-dead,Sharon walking dead,When tired Sharon walks like the dead,Female,,1fc37341-7dd1-480c-a01b-a63bee0a2230,eeb231d29ad96818fa3af806892a4c0db6fc78017d78d6d55b2f2a6713e58b9e
279,Olivia-great-teacher,Olivia great teacher,Students enjoys Olivia's classes,Female,,cfc4419e-bd46-40f6-9654-632ac1138ff1,8221a5772265170477660ddc75ac89735f12f0624b3b5afd88a29c48c07bce4e
280,Nicole-sleep-warrior,Nicole sleep warrior,"Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,,710ae821-4603-4124-bd60-a33b515b3b8d,ab170b1500ee943c2bcee05f43feaae84079b97b7030cc1776d39c5a7748cecc
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM HYDRAULICS,,,,,,,96fc1c66f6c299f0d64733829c4ce83330083648dcea8b4b0042d6df01effc8a
281,Busola-the-shakara,Busola the shakara,She is a fashion icon that loves luxurious items.,Female,,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,56501ec40643370b881809834fd5a527b4b0a62bcf3d4fa084ad1339d82b8aa1
282,Bella-the-artist,Bella the artist,A lady that host a fashion week show,Female,,48772412-dacb-4984-9e82-8d24fe101265,d3270d97e35ac7640b8c3a4f6f4e75fb0b12faf1d4c4c75b34070aceccc8020e
283,Queen-the-extrovert,Queen the extrovert,A woman who enjoys being high all the time,Female,,1712532a-20d9-4ccb-8582-bffd76c9fb67,d4ac82035c92ca7594c03f3b27c770575039448e0b1cea25837106b70a11bda5
284,Mary-toxic-lady,Mary toxic lady,A lady who's toxic around people,Female,,bc31af8d-c45d-4797-adfc-596fb22e4e3a,9e8234045942b5ab42fca0f213d54e2a05a5bf9c29f67c982dc35c632b990986
285,Elizabeth-the-richkid,Elizabeth the richkid,A university undergraduate from a rich background,Male,,21fad782-1b6f-4c2d-b157-9fdb9355c876,635d9e94ef45efcfdbec325652280dac260db45cdfa1bae73133320e376493eb
286,Larry-the-westerner,Larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,,d4984fa6-dabf-409f-839f-76742ec71500,df35010d1a7b5061ab368e4551a0bc8b27b481bcb92504eb50e66df625b4f4d8
287,Danjuma-the-shocked,Danjuma the shocked,A pensioneer who got told his bank is on distress,Male,,0187ca7f-f3b1-42ae-9e17-c46d58617608,cfe1d835affa7378c09f36be265044090bf3b7fe7e866b71b77d9156ba8f686d
288,Yomi-the-fashionista,Yomi the fashionista,Winner of the Lagos GT Bank fashion week.,Male,,16d256ba-dc4e-4559-ae41-59779f351ad3,08be70f31c72c5d87b7a3e3c2929668680098ff9e1862ee9053199016cb72eab
289,Ibu-the-importer,Ibu the importer,A rich igbo trader who imports goods in onitsha market,Male,,d3edc876-3f2f-4699-a376-0787bb06c5d5,27b3392ddd2001efc4b52ac136f8df67757b8d8ab8de9e33ac1a03f18d5d2059
290,Massa-the-ghanian,Massa the ghanian,A rich Ghanian trader.,Male,,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,809f754891eb1d66a1daccf9d8a7ad593e9ad9ecc51a90f942f675900848a53d
291,James-the-musician,James the musician,A yoruba juju artist,Male,,0d4ad447-3836-47cd-8387-066b200cda01,c0caa51dbb90ce79a424a299a010dde78b0d6350e3eb285602365db239368f75
292,Gbenga-titled-man,Gbenga titled man,A yoruba chief who is also a car dealer,Male,,dc6c1a39-ec78-44ca-8296-68c6de7b5de4,8c17c4fee10b09a7bff4730bbcd977e0c4119956d9eaf3ae92fd186f9b84bb66
293,Abaga-the-rapper,Abaga the rapper,A flashy millionaire and a music rapper,Male,,c428411c-5a06-4b74-bd17-e53b76f9fc6c,d61b5a7c30632e82378c0cb742513fc85d9e5728f8e41125cfbc5d8131ac9560
294,Izuchukwu-the-fisherman,Izuchukwu the fisherman,A fisherman who knows how to paddle well,Male,,15e1caf2-06b3-45d8-9b35-f95965b64e34,4a0b9abe9b72d1cf75f52c665ec76563deb856ab7ce9e1d82667d4dd4f8b53a8
295,Mark-the-philanthropist,Mark the philanthropist,A London based philantropist.,Male,,b48cbd98-96c2-4ec4-9d17-2c798be5b90f,6bd94640a49628bd39e998c909d8f2991cac29948217ceba09200efed8e83428
296,Desmond-the-politician,Desmond the politician,A young politician who just became a minister,Male,,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,bf16185fac3b8a9a67008a779c8d2ec2caad8c283803989bd0354c2c0523b9f2
297,Okoro-the-bachelor,Okoro the bachelor,A local palm wine tapper with hopes and dreams,Male,,e441439d-49a3-41eb-bf9d-3c7f98c268bf,b7bba800a1aacec0fa7a20615e9a9add32f41719fdd87d275352393b200c6ba3
298,Saro-the-clothemaker,Saro the clothemaker,The yoruba man that stole the king's wife.,Male,,7e10af4e-1252-4f96-83a8-78411e152bae,14714d600d3b09831a6456b10fbb190557966798429738c56223c28e902d5e7b
299,Kalu-the-ichie,Kalu the ichie,A man of wealth with afluence spreading all over the east,Male,,482ab247-73a4-4ff8-9172-732f3d0729b8,7ef758a7b6f606790f6462664934397e985df8a12f78f5fb65123e9cfcfe27e3
300,Tamuno-the-prince,Tamuno the prince,An Ijaw prince who is also the heir to the throne,Male,,108447d1-f2d5-4816-8ebb-599286c3fabf,737503ddf385c5fae987585168cd07a43d0d99580d396f409a3cbe17ddcf3621
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM SCALE,,,,,,,e00c5a4235f3a15afa2e8067dc8dcaccc806ce8cc5d99522ee6f5b0f05bc836f
301,wendy-the -banker,wendy the  banker,"Wendy loves working in the bank, as she gets to meet different people.",Female,,587645e2-5ace-11ed-9b6a-0242ac120002,715cac707b40820ff0af0ffea318ab816646b47f94053c4cea71b30d8a34ddaf
302,uduak-the -dark horse,uduak the dark horse,Uduak looks innocent and has the whole apartment bugged,Female,,58764862-5ace-11ed-9b6a-0242ac120002,7813a49ab25e2598adc10878319e9a0b25663d38feb250b78cadf7f1b5caf6b0
303,timeyin-the -eccentic,timeyin the eccentic,Timeyin is as eccentric as they come with no care for others opinions,Female,,58764a2e-5ace-11ed-9b6a-0242ac120002,1d814b28905755d933807731ba461ac8b4dc823ef4087ae68e954063fa329609
304,omawunmi-the -businesswoman,omawunmi the businesswoman,Omawunmi is a no-nonsense woman with a shop in idumota,Female,,58764b78-5ace-11ed-9b6a-0242ac120002,3f857decb458ce427932c78e9016bfb27e302ccb5fcf4841c5af218ffa0cf3d5
305,halima-the-housewife,halima the housewife,Halima loves to bake and cook for her children,Female,,58764d8a-5ace-11ed-9b6a-0242ac120002,e1819bd19f7aca1b9d11f6ed2d866d5f01a75b499bf279160f9ec0abdfcf893e
306,muna-the -block sister,muna the block sister,Muna loves to tell everyone in the block about her younger escapades,Female,,58764ea2-5ace-11ed-9b6a-0242ac120002,de44533b4312de37b4ac84807a75496118d40e4b9c646371a0a7d4566d6fa9b6
307,stella-the -gossip,stella the gossip,Nobody gossips on the block like stella when smoking.,Female,,58764fd8-5ace-11ed-9b6a-0242ac120002,4c11fd837727b75747d8d3619b19940d370e9f31b523eeaacd6300f7021abbe6
308,agbani-the-wannabe,agbani the wannabe,Agbani loves to shop antique ndecorations for her mansion in idi-iroko,Female,,5876542e-5ace-11ed-9b6a-0242ac120002,ceeb676f58afa52679a177e8b7ea83d7b26cb14c44d10ed7ed40b5df5b61b58e
309,asante-the -warrior,asante the warrior,Asante came from along line of warriors in Ghana,Female,,58765578-5ace-11ed-9b6a-0242ac120002,734e6064121fd95872ed4b26c229ef7336bb204b9639190c2e45e6e3f11e825a
310,hilda-the -insomaniac,hilda the insomaniac,Hilda prefers to sleep during the day,Female,,5876569a-5ace-11ed-9b6a-0242ac120002,78200568d3c45b8c4bd6729eaf4e79700a2952955abdf234acfdcaee90876a93
311,sisi yemi-the -street aunty,sisi yemi the street aunty,Sisi Yemi is everyone's favourite street aunty.,Female,,587657a8-5ace-11ed-9b6a-0242ac120002,bf043c03e5b9b94a70ef7581242ca224726965dde1d29ece366ee65b04f4d935
312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block,Female,,587658ca-5ace-11ed-9b6a-0242ac120002,990befbe475484f7b8059486e7824805be254d0a465094a6be573ad28dc4d7e4
313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,,58765adc-5ace-11ed-9b6a-0242ac120002,3ecb274a98225da459ef9b71e1710d1b5e734382363e9bd6f5fe4e49ecf46796
314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts,Female,,58765bea-5ace-11ed-9b6a-0242ac120002,aa1e689c20767cce97abdf3012983c5cc73213ddf37d9bcdde2b5256c02f17ef
315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum,Female,,58765d02-5ace-11ed-9b6a-0242ac120002,b0593f1fc24df817aee0d5292e4269ec2964ce463be6d3586ff28d4d932dee13
316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation,Female,,58765e24-5ace-11ed-9b6a-0242ac120002,3f97d2176f6ce900575596f0608e1f5c3b90d32a00a43f6ebdd2bfbae4be0a55
317,,,,,,,82612e71ada43e741ef37eccbe8356f8389aa130b6100da8576a0d9d5129f4c0
318,,,,,,,5ef27f2c0e71c58befc02372f91b4d3948084091675eb68ba8a7cbd0f9005283
319,,,,,,,a6daa8f5bd738c651c89b8638c504dae3094f5a223dc8e818a0cdaf55f25a865
320,,,,,,,2331429e0bd5ba64361eb7509e7de0f5b213c40dbd5c3466e8e8aa8e04f017e9
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM SANDPAPER,,,,,,,3a78926439eeea8a3aeef198ae9bd264337db8ea72b64e884c58851e9e6683af
321,Omunyinyi-the-stoic,omunyinyi the stoic,omunyinyi wears a Kitenge coat,male,,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,9ef4c097cfc6df658844344a56a49cbad8147b4c9bb12492888034efa3d07bcf
322,Kamau-the-sleeper,kamau the sleeper,closed eyes meditating,male,,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,ff2c9e9366e84e304d1b67b0e66012192811c62d4327cde62ad5682cf1562dc5
323,Mutiso-the-lastborn,mutiso the lastborn,masked up mutiso dozing off,male,,0706c338-42eb-4d26-84ea-c24b39628200,74e0ffa1403dff40a3e550e0a02d84d60ca89ae470e0a027d8e002c204d86870
324,Omondi-the-vegeterian,omondi the vegeterian,omondi wears a green coat,male,,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,83cce9f023e46e7a46a3acde51aa12bcf2cb6f745a00351c712189b2c1ed3e02
325,Barasa-the-optimist,barasa the optimist,looks up to the sky and makes a wish,male,,2da4bef4-38cc-4414-99ad-7361fac04b2b,cfceec0eb40f0c1f50f97a55fe9d1669def80fce37cef0aff17505d92c25bb46
326,Mwembu-the-elder,mwembu the elder,"old but not so old, with yellow his favorite color",male,,36181230-6ac9-417f-af5c-23bdd2c25ecb,79105d6c93eb57027bb53a3227ef55808b60a454f9156fe2295f436e298e7fb2
327,Mbogi-the-fighter,mbogi the fighter,masked up mbogi after capture,male,,3a7bc3c4-1463-42ce-84c9-07337da64435,b885316f7216a88c26e655dc468e036f52603e3b55054a54c96f2b04bfc3cc82
328,Mrosho-the-runner,mrosho the runner,masked up mrosho,male,,b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,d0a4d147e77f4e577b2e390d81b4b5df4089d8f08059db2349653897a4a9afbe
329,Milele-the-african,milele the african,milele with a nice african print in orange,male,,644b0259-d75c-456d-934c-ce7c052bad3a,01b3aebe9387d2899761feb863d1076d0b1ee4c3bc0c77399c9495c4ae44bed3
330,Olebon-the-oloibon,olebon the oloibon,olebon in customized buba sokoto,male,,de261efe-731d-461e-b2e4-42edd2f48f72,a80c35a3233104f98b6b402f0c75938e9efa1ee32e93f757a98123cb98e7dfca
331,Chifu-the-maasai,chifu the maasai,clothing inspired by maasai shuka,male,,239933c4-7177-4b5b-86e8-e6f952301344,b7dc2360df03755fa86601f54906ea310862156df6f5d24626c832dc40ec9202
332,Mwangaa-the-voice,mwangaa the voice,mwangaa the chief,male,,49179b62-812d-4d0f-b518-4af7fa79f8bc,f60c4ba283acabfdbf8180f13b48d321719a460f9269e8653e31a554d5a162a8
333,Waforte-the-first,waforte the first,masked up man who does sleep a lot,male,,871912a8-d96e-4594-b7b3-450d94ee6924,0ada93d2a864affff8db52723479ecaa43b703089abed3db7520a3b41b90c23f
334,Kariuki-the-prayerful-one,kariuki the prayerful one,kariuki closes his eyes,male,,6a5b6fa6-0f91-4b01-957f-c766945eb704,6619c61db4cb8a947ff9324c8bf27c3d9bb55b016e19652308a3d751948ca31f
335,Kenyanese-the-priest,kenyanese the priest,masked up man with with white cloth,male,,0706c338-42eb-4d26-84ea-c24b39628200,ba5a5b14362bfda91da01614a5f9486a1c5fe3e7dbb2568a280548fbadb5d652
336,Nyimbo-the-singer,nyimbo the singer,glasses and a pot for the night,female,,d05af807-b3e9-4ad3-8df1-b7864d2daa33,d8ea5c1ad8166ef1a4c5b562eb1e924e591f0c5a31bf0b50948959591cbaabcf
337,maathai-the-nobel-winner,maathai the nobel winner,mathaai the warrior,female,,0871cb8c-8d56-445d-92c7-01793f327707,4afdc1bffa47ac4775b933efe528900fe07ea4e55efb1d229e7570cd4f187ff2
338,Tish-the-angry-one,tish the angry one,angry tish with specs on,female,,750a89dc-44ff-43bf-8211-b7776f1b5e52,4813812f534f0b76a35ccf60e439a50f52df8f45228d74788b802f742cc7b4bc
339,Wamenza-the-winner,wamenza the winner,wamenza the leader,female,,7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,611ae75ada75a1702fb227f705a27c5b43d80bb762bc4a5ba00e9275701cfc3a
340,Isaya-the-track-king,isaya the track king,isaya the traveller,male,,41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,769a8ad7a9d4b346b5b1feb9e7f8b249e684c298500f69b1ce231c4df856d23d
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM RULER,,,,,,,a5779526204ca6b1b3d02c3e3f501224c570f2db231c54f108fe9fd6d9f408b1
341,mansur-the-partyrider,mansur the partyrider,Mansur is the life of a party and never caught dulling.,male,,78db0f29-3936-4d9c-bb90-3dbf20dba2dd,3a573374ee316374fd1d30f96d86fcc4e85cd1153b953b78057712fe49074b31
342,tola-the-businessman,tola the businessman,Tola loves business and owns several shops in idumota,female,,1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,8248fe604b6de9708288b5e513851ec3f23bf0a27304e4ba857f134dc39c0af5
343,abdullahi-the-honorable,abdullahi the honorable,"Popularly called ""buje budanu"" a godfather who lavishes money on young thugs",male,,dd708276-445f-4483-8357-fc08e999328f,fb3df68aeb870a9c84c2bfa2ca3e55ad9d4ad9a06ceb08a1aff61b614cf8e3d4
344,ojukwu-the-badguy,ojukwu the badguy,Ojukwu likes to oppress and cause trouble,male,,76c1eabf-15ea-446a-8426-472982c4d800,67c5fa3e2815f1c2770ee2eec44a170852d4496dbe6537b9bd0307b9a45b1999
345,odunsi-the-egbonadugbo,odunsi the egbonadugbo,Odunsi loves to advise and people in the community rely on him,male,,2912ab8b-5875-4277-a5c2-a0209aee90ae,a905d9c0a14182a981520bcc00a49681e2d1f4bea12c6c3888ac4ca85a1d6dcc
346,ogogo-the-sugardaddy,ogogo the sugardaddy,A rich oil magnate who loves to 'solve' young women's problems with his millions,male,,aa575f30-04ad-45f9-a798-199465117793,c613740534a22849cfcef95b4fb6f4023355fc7bd01142038477f6fc12fc0b92
347,suli-the-amalaseller,suli the amalaseller,"Suli sells amala , she is very rude, and they say thats the secret to her sweet food",female,,46fd4821-04dd-4f65-9290-c130a00c4c93,f57b6c449e4ece45b9a56d9f6d274d35e55db2735338d8daaae84733c07ae751
348,dolapo-the-afrocentric,dolapo the afrocentric,Dolapo loves african prints and loves to showcase culture,female,,cbab232b-5c62-4df8-867b-018a2e496cd4,a36f36194bceb5afa1eacbf4154403fcf413aa7bc3a30408b354db7cf9311df5
349,danjuma-the-saddist,danjuma-the-saddist,Danjuma is a grumpy man no one likes to associate with him,male,,5a42af57-186e-425b-b6b1-f72bda4911ef,244d4f42453694c71efe00bb198dd0c309561c0eaf194fb16180589b73c99e78
350,chinedu-the-farmer,chinedu the farmer,An hardworking farmer who has 6 boys who help out on the farm,male,,9e8a55d7-0d8d-465d-a628-08ddd387a2c6,b65c4bb9541d3b878b2f93c8515350dcb38de61207cba6ab0ea8eeb4b1e11133
351,kola-the-baldguy,kola the baldguy,kola girls fall for his bald head and always barb it,male,,c32f1757-da9c-49e8-bd79-510a42b6971a,db44851fef125fcf837102d0bbea49652b28c9a985c2a36fcc72687a3375a904
352,bola-the-bosslady,bola the bosslady,Bola commands boys and chill with men,female,,09ff910d-a2be-49d5-8b27-b9378458701c,e864eafc9aa3733b6d7030a5656672fd2efb4df3d4729d4f2c143b4f0693f02a
353,kunle-the-alienguy,kunle the alienguy,People feared kunle because of his alien's colour,male,,dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,98a2b7743ada92f60c08af5ca456129fd58d29da0b6cf7b555cd2f8051bb7a68
354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that,male,,f9159a9c-f48d-4aee-bcc1-63c86209f806,caf01bf9b5ba773be3eec876cef9458689909829c736bc8f771e17dce7654985
355,ola-the-hardguy,ola the hardguy,Ola is feared by many and he leveraged on that,male,,a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,cbaa4a4279d983f4e2251419d15791b1e58338bacf02e3b14c6f75898f9073ae
356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house and people respect him,male,,195e89c8-0b6f-43ad-9a2c-d20f03439e96,0584124ebe94ed44eaab8d788213a75e7afbf6318e3c5283175e79ac90997a18
357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu has many followers on social media,male,,74775cda-cff4-4d21-8819-693127598eca,0fa72b73da6509004a768f3ffb721626afb4eb1fde757e1841e47e4148219159
358,adekunle-the-yorubademon,adekunle the yoruba demon,A womans' man with no devotion to any of them,male,,5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,5a80929303eafcdcb86e86cbb04b32d43162c10d6fab518c04d62bdfdebfc5e0
359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour,female,,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,b7b6b816496dce0e86ba9008c8981b203b3b3c6fd63d50e7ba3b3485de0fcbaf
360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying,female,,74775cda-cff4-4d21-8819-693127598eca,6e6985fb8798ff42b92ff9015c419b262cf9f551de5c7069c77972256138a95a
,,,,,,,83355207526f3aa4501fa67ac0878eeec53ac0391b1c1499df8b13956d0fe9c0
TEAM VBELT,,,,,,,f4c69051033bc52917f2eb6e295867e70ff78e7be7e82be98fc5a990ae3f6f2d
361,osas-the-ceo,osas the ceo,"Meet Osas, a Gen-Z CEO with the British accent.",Female,purple,b10f7e42-4778-49db-820b-dabbad75504a,c4c99ff73128c56e334901323a1b01e1a1c09244e5bc1890d5ac768a62300dce
362,nneka-the-rainbow babe,nneka the rainbow babe,"Nneka, the happy rainbow babe with the vibes",Female,pink,e7e20ab8-03e0-4e0a-80aa-6e193f84426e,cfd89a5a90ea496a86d678325a8f952dadffe28c14013abaf879727b7879d4c5
363,temitope-the-spoilt girl,temitope the spoilt girl,"Temitope, our favourite Daddy's girl.",Female,"Teeth - vampire teeth, accessory - gold glasses",10cbcbcb-754e-4175-b85d-d0c7eafa16a2,53b580a55ceb69528b5c6629eca4a2ed69f4ebd5b9bf1c5899f77d3d61380d4f
364,bekeh-the-party animal,bekeh the party animal,"Baby Bekeh, Life of the party that goes home with your charger.",Female,dark brown,f0558235-3043-46e5-b26c-5bde83cc67fb,ff8cb2e81228c467adf2641f6d3fbc55ae5cc0bf3853b604432d6d7062627f1c
365,nana-the-tech lady,nana the tech lady,"Nana, the tech madam that doubles as Kumasi Adele in her bathroom every morning.",Female,,e0858913-7050-4c4a-a2a0-442a88463334,ce385f10877386503c6a203ef80d7685bb4995f3a301f674a0c14850a52198d8
366,rofiat-the-marketer,rofiat the marketer,"Rofiat, the distressed marketing intern.",Female,,1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,6f147f21d0bdaac68f2623f092fc9a670b16f5913f65bbb994ae5f0f2cd2d3f3
367,zarifa-the-righteous,zarifa the righteous,"Meet Zarifa, a proper baddie for Christ.",Female,,c6955d16-c343-46bc-9bed-c069ea8cc65a,a2ee23e3c62e5fc7fe9064fafcf1e45ed0bf7629eb9a68a9f8e3482f72ad2204
368,modinat-the-troublesome,modinat the troublesome,"Modinat, The queen of Gbas Gbos.",Female,,49eb44e8-1117-463b-b7b3-1bcea4258362,e071b21eb0b581ea22212dbe26de4a6bc7ce0bc8041ddbf0211b4be69d8bf241
369,amaka-our-mummy-g.o,amaka our mummy g.o,"Here's Amaka, our one and only mummy G.O who's been to hell and back.",Female,,853edc40-0f9d-40c5-ba78-46067dfd7f68,ab9e6be360cb370cabf5925f036b6f537ac4f43737843ebec8f5b4ccfebee51f
370,mawusi-the-patient,mawusi the patient,"Meet Mawusi, the sweet sister waiting for her Canadian bobo.",Female,,ca9ddc30-141a-493d-851b-71d34f599641,53f35b2d9facc6791e20e6d79319b7022f432585fbc22e4529a861bca5bc70ec
371,nesta-the-difficult,nesta the difficult,"Meet Nesta,the National Chairlady, Shege Administrators of Nigeria. (SAN)",Female,,fc3b7ca7-efdb-45b2-b7c9-e69107484a43,0fd81fa5d06163b9a3ec38e73fc3aefcb7e4e05c25700a0060773dc308226820
